fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,log_residual_sugar,log_chlorides,log_total_sulfur_dioxide,log_sulphates
7.7,0.965,0.1,2.1,0.1119999999999999,22.0,0.9963,3.26,0.5,9.5,5,1.1314021114911006,0.10616019582839055,3.1354942159291497,0.4054651081081644
5.1,0.585,0.0,1.7,0.044,86.0,0.99264,3.56,0.94,12.9,7,0.9932517730102833,0.04305948946044697,4.465908118654584,0.6626879730752367
7.2,0.655,0.03,1.8,0.078,12.0,0.99587,3.34,0.39,9.5,5,1.0296194171811583,0.07510747248680541,2.5649493574615367,0.3293037471426004
11.5,0.315,0.54,2.1,0.084,15.0,0.9987,2.98,0.7,9.2,6,1.1314021114911006,0.08065790301745447,2.772588722239781,0.5306282510621704
6.8,0.81,0.05,2.0,0.07,14.0,0.99562,3.51,0.66,10.8,6,1.0986122886681098,0.06765864847381481,2.70805020110221,0.5068176023684519
10.0,0.69,0.11,1.4,0.084,24.0,0.99578,2.88,0.47,9.7,5,0.8754687373538999,0.08065790301745447,3.2188758248682006,0.3852624007906449
7.0,0.655,0.16,2.1,0.074,25.0,0.99606,3.37,0.55,9.7,5,1.1314021114911006,0.07138999608667294,3.258096538021482,0.4382549309311553
7.0,0.685,0.0,1.9,0.067,63.0,0.9979,3.6,0.81,9.9,5,1.0647107369924282,0.06485097231961631,4.1588830833596715,0.5933268452777344
10.6,0.42,0.48,2.7,0.065,18.0,0.9972,3.21,0.87,11.3,6,1.308332819650179,0.06297479916138844,2.9444389791664403,0.6259384308664953
6.8,0.68,0.21,2.1,0.07,23.0,0.99546,3.38,0.6,10.3,5,1.1314021114911006,0.06765864847381481,3.1780538303479458,0.4700036292457355
4.6,0.52,0.15,2.1,0.054,65.0,0.9934,3.9,0.56,13.1,4,1.1314021114911006,0.05259245011917058,4.189654742026425,0.44468582126144574
7.5,0.71,0.0,1.6,0.092,31.0,0.99635,3.38,0.58,10.0,6,0.9555114450274363,0.0880108773227133,3.4657359027997265,0.4574248470388754
7.2,0.38,0.38,2.8,0.068,42.0,0.99356,3.34,0.72,12.9,7,1.33500106673234,0.0657877405380031,3.7612001156935624,0.5423242908253617
7.2,0.53,0.14,2.1,0.064,29.0,0.99323,3.35,0.61,12.1,6,1.1314021114911006,0.06203539091945264,3.4011973816621555,0.4762341789963716
11.7,0.28,0.47,1.7,0.054,32.0,0.99686,3.15,0.67,10.6,7,0.9932517730102833,0.05259245011917058,3.4965075614664802,0.5128236264286637
6.1,0.59,0.01,2.1,0.0559999999999999,13.0,0.99472,3.52,0.56,11.4,5,1.1314021114911006,0.05448818528406963,2.6390573296152584,0.44468582126144574
7.7,0.56,0.08,2.5,0.114,46.0,0.9971,3.24,0.66,9.6,6,1.252762968495368,0.10795714150509228,3.8501476017100584,0.5068176023684519
7.0,0.59,0.0,1.7,0.052,8.0,0.996,3.41,0.47,10.3,5,0.9932517730102833,0.050693114315518116,2.1972245773362196,0.3852624007906449
6.2,0.56,0.09,1.7,0.053,32.0,0.99402,3.54,0.6,11.3,5,0.9932517730102833,0.05164323315183845,3.4965075614664802,0.4700036292457355
8.4,0.6,0.1,2.2,0.085,111.0,0.9964,3.15,0.66,9.8,5,1.1631508098056809,0.08157998699242287,4.718498871295094,0.5068176023684519
8.6,0.49,0.51,2.0,0.422,62.0,0.9979,3.03,1.17,9.0,5,1.0986122886681098,0.35206433138104914,4.143134726391533,0.7747271675523681
8.2,0.74,0.09,2.0,0.067,10.0,0.99418,3.28,0.57,11.8,6,1.0986122886681098,0.06485097231961631,2.3978952727983707,0.4510756193602167
8.8,0.61,0.14,2.4,0.067,42.0,0.9969,3.19,0.59,9.5,5,1.2237754316221157,0.06485097231961631,3.7612001156935624,0.4637340162321401
11.8,0.33,0.49,3.4,0.093,80.0,1.0002,3.3,0.76,10.7,7,1.4816045409242156,0.08892620919440151,4.394449154672439,0.5653138090500605
8.0,0.33,0.53,2.5,0.091,80.0,0.9976,3.37,0.8,9.6,6,1.252762968495368,0.08709470685093376,4.394449154672439,0.5877866649021191
7.8,0.61,0.29,1.6,0.114,29.0,0.9974,3.26,1.56,9.1,5,0.9555114450274363,0.10795714150509228,3.4011973816621555,0.9400072584914712
7.4,0.58,0.0,2.0,0.064,11.0,0.99562,3.45,0.58,11.3,6,1.0986122886681098,0.06203539091945264,2.4849066497880004,0.4574248470388754
7.2,0.645,0.0,1.9,0.0969999999999999,39.0,0.99675,3.37,0.58,9.2,6,1.0647107369924282,0.0925791812930931,3.6888794541139363,0.4574248470388754
8.2,1.0,0.09,2.3,0.065,37.0,0.99685,3.32,0.55,9.0,6,1.1939224684724346,0.06297479916138844,3.6375861597263857,0.4382549309311553
5.0,0.42,0.24,2.0,0.06,50.0,0.9917,3.72,0.74,14.0,8,1.0986122886681098,0.058268908123975775,3.9318256327243257,0.5538851132264376
8.5,0.34,0.4,4.7,0.055,9.0,0.99738,3.38,0.66,11.6,7,1.7404661748405046,0.053540766928029816,2.302585092994046,0.5068176023684519
9.8,0.37,0.39,2.5,0.079,65.0,0.99729,3.16,0.59,9.8,5,1.252762968495368,0.0760346862759976,4.189654742026425,0.4637340162321401
7.4,0.67,0.12,1.6,0.186,21.0,0.996,3.39,0.54,9.5,5,0.9555114450274363,0.1705863005755337,3.091042453358316,0.43178241642553783
8.2,0.64,0.27,2.0,0.095,77.0,0.99747,3.13,0.62,9.1,6,1.0986122886681098,0.09075436326846414,4.356708826689592,0.4824261492442927
9.9,0.4,0.53,6.7,0.0969999999999999,19.0,0.9986,3.27,0.82,11.7,7,2.0412203288596382,0.0925791812930931,2.995732273553991,0.598836501088704
6.9,0.58,0.2,1.75,0.0579999999999999,22.0,0.99322,3.38,0.49,11.7,5,1.0116009116784799,0.056380333436107544,3.1354942159291497,0.3987761199573678
7.9,0.29,0.49,2.2,0.096,59.0,0.99714,3.31,0.67,10.1,6,1.1631508098056809,0.0916671885258238,4.0943445622221,0.5128236264286637
6.6,0.815,0.02,2.7,0.072,34.0,0.9955,3.58,0.89,12.3,7,1.308332819650179,0.06952606264861023,3.5553480614894135,0.636576829071551
7.0,0.42,0.19,2.3,0.071,36.0,0.99476,3.39,0.56,10.9,5,1.1939224684724346,0.06859279146561172,3.6109179126442243,0.44468582126144574
8.4,0.635,0.36,2.0,0.089,55.0,0.99745,3.31,0.57,10.4,4,1.0986122886681098,0.08525984395082342,4.02535169073515,0.4510756193602167
8.3,0.705,0.12,2.6,0.092,28.0,0.9994,3.51,0.72,10.0,5,1.2809338454620642,0.0880108773227133,3.367295829986474,0.5423242908253617
7.2,0.61,0.08,4.0,0.0819999999999999,108.0,0.99641,3.25,0.51,9.4,5,1.6094379124341003,0.0788111804242897,4.6913478822291435,0.412109650826833
8.4,0.34,0.42,2.1,0.072,36.0,0.99392,3.11,0.78,12.4,6,1.1314021114911006,0.06952606264861023,3.6109179126442243,0.5766133643039938
8.3,0.845,0.01,2.2,0.07,14.0,0.9967,3.32,0.58,11.0,4,1.1631508098056809,0.06765864847381481,2.70805020110221,0.4574248470388754
10.2,0.36,0.64,2.9,0.122,41.0,0.998,3.23,0.66,12.5,6,1.3609765531356006,0.11511280710050457,3.7376696182833684,0.5068176023684519
10.2,0.4,0.4,2.5,0.068,54.0,0.99754,3.38,0.86,10.5,6,1.252762968495368,0.0657877405380031,4.007333185232471,0.6205764877251099
10.0,0.32,0.59,2.2,0.077,15.0,0.9994,3.2,0.78,9.6,5,1.1631508098056809,0.07417939817425151,2.772588722239781,0.5766133643039938
7.2,0.36,0.46,2.1,0.074,44.0,0.99534,3.4,0.85,11.0,7,1.1314021114911006,0.07138999608667294,3.8066624897703196,0.6151856390902335
6.7,0.42,0.27,8.6,0.068,148.0,0.9948,3.16,0.57,11.3,6,2.2617630984737906,0.0657877405380031,5.003946305945459,0.4510756193602167
7.9,0.4,0.3,1.8,0.157,45.0,0.99727,3.31,0.91,9.5,6,1.0296194171811583,0.1458304482115395,3.828641396489095,0.6471032420585385
8.7,0.765,0.22,2.3,0.064,42.0,0.9963,3.1,0.55,9.4,5,1.1939224684724346,0.06203539091945264,3.7612001156935624,0.4382549309311553
10.1,0.31,0.44,2.3,0.08,46.0,0.9988,3.32,0.67,9.7,6,1.1939224684724346,0.07696104113612832,3.8501476017100584,0.5128236264286637
9.2,0.53,0.24,2.6,0.078,139.0,0.99788,3.21,0.57,9.5,5,1.2809338454620642,0.07510747248680541,4.941642422609304,0.4510756193602167
7.6,0.29,0.49,2.7,0.092,60.0,0.9971,3.31,0.61,10.1,6,1.308332819650179,0.0880108773227133,4.110873864173311,0.4762341789963716
9.3,0.775,0.27,2.8,0.078,56.0,0.9984,3.31,0.67,10.6,6,1.33500106673234,0.07510747248680541,4.04305126783455,0.5128236264286637
7.1,0.715,0.0,2.35,0.071,47.0,0.99632,3.29,0.45,9.4,5,1.208960345836975,0.06859279146561172,3.871201010907891,0.37156355643248307
8.8,0.33,0.41,5.9,0.073,13.0,0.99658,3.3,0.62,12.1,7,1.9315214116032138,0.07045846364856141,2.6390573296152584,0.4824261492442927
12.8,0.84,0.63,2.4,0.088,35.0,0.9997,3.1,0.6,10.4,6,1.2237754316221157,0.08434114843375087,3.58351893845611,0.4700036292457355
6.9,0.56,0.03,1.5,0.086,46.0,0.99522,3.53,0.57,10.6,5,0.9162907318741551,0.08250122151174369,3.8501476017100584,0.4510756193602167
5.1,0.51,0.18,2.1,0.042,101.0,0.9924,3.46,0.87,12.9,7,1.1314021114911006,0.04114194333117518,4.624972813284271,0.6259384308664953
9.3,0.5,0.36,1.8,0.084,17.0,0.99704,3.27,0.77,10.8,6,1.0296194171811583,0.08065790301745447,2.8903717578961645,0.5709795465857378
6.2,0.785,0.0,2.1,0.06,13.0,0.99664,3.59,0.61,10.0,4,1.1314021114911006,0.058268908123975775,2.6390573296152584,0.4762341789963716
11.6,0.475,0.4,1.4,0.091,28.0,0.99704,3.07,0.65,10.0333333333333,6,0.8754687373538999,0.08709470685093376,3.367295829986474,0.5007752879124893
10.5,0.36,0.47,2.2,0.074,23.0,0.99638,3.23,0.76,12.0,6,1.1631508098056809,0.07138999608667294,3.1780538303479458,0.5653138090500605
8.0,0.18,0.37,0.9,0.049,109.0,0.99007,2.89,0.44,12.7,6,0.6418538861723948,0.04783732941416013,4.700480365792417,0.36464311358790924
7.7,1.005,0.15,2.1,0.102,32.0,0.99604,3.23,0.48,10.0,5,1.1314021114911006,0.09712671073072274,3.4965075614664802,0.3920420877760237
6.7,0.76,0.02,1.8,0.078,12.0,0.996,3.55,0.63,9.95,3,1.0296194171811583,0.07510747248680541,2.5649493574615367,0.48858001481867097
6.4,0.37,0.25,1.9,0.074,49.0,0.9974,3.57,0.62,9.8,6,1.0647107369924282,0.07138999608667294,3.912023005428146,0.4824261492442927
7.8,0.6,0.26,2.0,0.08,131.0,0.99622,3.21,0.52,9.9,5,1.0986122886681098,0.07696104113612832,4.882801922586371,0.41871033485818504
6.7,0.46,0.24,1.7,0.077,34.0,0.9948,3.39,0.6,10.6,6,0.9932517730102833,0.07417939817425151,3.5553480614894135,0.4700036292457355
9.9,0.74,0.19,5.8,0.111,76.0,0.99878,3.14,0.55,9.4,5,1.916922612182061,0.10526051065749295,4.343805421853684,0.4382549309311553
7.4,0.5,0.47,2.0,0.086,73.0,0.997,3.36,0.57,9.1,5,1.0986122886681098,0.08250122151174369,4.30406509320417,0.4510756193602167
7.6,0.43,0.31,2.1,0.069,74.0,0.9958,3.26,0.54,9.9,6,1.1314021114911006,0.06672363204290818,4.31748811353631,0.43178241642553783
9.1,0.3,0.34,2.0,0.064,25.0,0.99516,3.26,0.84,11.7,7,1.0986122886681098,0.06203539091945264,3.258096538021482,0.6097655716208943
12.7,0.6,0.65,2.3,0.063,25.0,0.9997,3.03,0.57,9.9,5,1.1939224684724346,0.061095099359810875,3.258096538021482,0.4510756193602167
6.7,0.75,0.01,2.4,0.078,32.0,0.9955,3.55,0.61,12.8,6,1.2237754316221157,0.07510747248680541,3.4965075614664802,0.4762341789963716
7.7,0.39,0.12,1.7,0.0969999999999999,27.0,0.99596,3.16,0.49,9.4,5,0.9932517730102833,0.0925791812930931,3.332204510175204,0.3987761199573678
8.7,0.69,0.31,3.0,0.086,81.0,1.0002,3.48,0.74,11.6,6,1.3862943611198906,0.08250122151174369,4.406719247264253,0.5538851132264376
9.1,0.795,0.0,2.6,0.096,26.0,0.9994,3.35,0.83,9.4,6,1.2809338454620642,0.0916671885258238,3.295836866004329,0.6043159668533296
8.0,0.705,0.05,1.9,0.074,19.0,0.9962,3.34,0.95,10.5,6,1.0647107369924282,0.07138999608667294,2.995732273553991,0.6678293725756554
8.7,0.42,0.45,2.4,0.072,59.0,0.99617,3.33,0.77,12.0,6,1.2237754316221157,0.06952606264861023,4.0943445622221,0.5709795465857378
10.2,0.41,0.43,2.2,0.11,37.0,0.99728,3.16,0.67,10.8,5,1.1631508098056809,0.10436001532424277,3.6375861597263857,0.5128236264286637
6.6,0.705,0.07,1.6,0.076,15.0,0.9962,3.44,0.58,10.7,5,0.9555114450274363,0.07325046173959267,2.772588722239781,0.4574248470388754
12.6,0.31,0.72,2.2,0.072,29.0,0.9987,2.88,0.82,9.8,8,1.1631508098056809,0.06952606264861023,3.4011973816621555,0.598836501088704
9.0,0.58,0.25,2.8,0.075,104.0,0.99779,3.23,0.57,9.7,5,1.33500106673234,0.07232066157962612,4.653960350157523,0.4510756193602167
5.0,1.04,0.24,1.6,0.05,96.0,0.9934,3.74,0.62,11.5,5,0.9555114450274363,0.04879016416943201,4.574710978503383,0.4824261492442927
5.8,0.29,0.26,1.7,0.063,11.0,0.9915,3.39,0.54,13.5,6,0.9932517730102833,0.061095099359810875,2.4849066497880004,0.43178241642553783
9.1,0.64,0.23,3.1,0.095,38.0,0.9998,3.28,0.59,9.7,5,1.410986973710262,0.09075436326846414,3.6635616461296463,0.4637340162321401
5.6,0.615,0.0,1.6,0.089,59.0,0.9943,3.58,0.52,9.9,5,0.9555114450274363,0.08525984395082342,4.0943445622221,0.41871033485818504
10.8,0.32,0.44,1.6,0.063,37.0,0.9985,3.22,0.78,10.0,6,0.9555114450274363,0.061095099359810875,3.6375861597263857,0.5766133643039938
5.9,0.61,0.08,2.1,0.071,24.0,0.99376,3.56,0.77,11.1,6,1.1314021114911006,0.06859279146561172,3.2188758248682006,0.5709795465857378
8.3,0.26,0.42,2.0,0.08,27.0,0.9974,3.21,0.8,9.4,6,1.0986122886681098,0.07696104113612832,3.332204510175204,0.5877866649021191
6.9,0.635,0.17,2.4,0.241,18.0,0.9961,3.4,0.59,10.3,6,1.2237754316221157,0.21591750622247016,2.9444389791664403,0.4637340162321401
9.5,0.46,0.49,6.3,0.064,17.0,0.9988,3.21,0.73,11.0,6,1.9878743481543455,0.06203539091945264,2.8903717578961645,0.5481214085096876
8.2,0.44,0.24,2.3,0.063,28.0,0.99613,3.25,0.53,10.2,6,1.1939224684724346,0.061095099359810875,3.367295829986474,0.4252677354043441
6.9,0.4,0.24,2.5,0.083,45.0,0.9959,3.26,0.58,10.0,5,1.252762968495368,0.07973496801885356,3.828641396489095,0.4574248470388754
8.9,0.35,0.4,3.6,0.11,24.0,0.99549,3.23,0.7,12.0,7,1.5260563034950494,0.10436001532424277,3.2188758248682006,0.5306282510621704
7.7,0.43,0.25,2.6,0.073,63.0,0.99615,3.37,0.58,10.5,6,1.2809338454620642,0.07045846364856141,4.1588830833596715,0.4574248470388754
5.8,0.68,0.02,1.8,0.087,94.0,0.9944,3.54,0.52,10.0,5,1.0296194171811583,0.08342160813907239,4.553876891600541,0.41871033485818504
8.3,0.56,0.22,2.4,0.0819999999999999,86.0,0.9983,3.37,0.62,9.5,5,1.2237754316221157,0.0788111804242897,4.465908118654584,0.4824261492442927
5.1,0.47,0.02,1.3,0.034,44.0,0.9921,3.9,0.62,12.8,6,0.832909122935104,0.03343477608623739,3.8066624897703196,0.4824261492442927
7.7,0.67,0.23,2.1,0.088,96.0,0.9962,3.32,0.48,9.5,5,1.1314021114911006,0.08434114843375087,4.574710978503383,0.3920420877760237
8.0,0.62,0.33,2.7,0.088,37.0,0.9972,3.31,0.58,10.7,6,1.308332819650179,0.08434114843375087,3.6375861597263857,0.4574248470388754
10.8,0.4,0.41,2.2,0.084,17.0,0.9984,3.08,0.67,9.3,6,1.1631508098056809,0.08065790301745447,2.8903717578961645,0.5128236264286637
12.0,0.39,0.66,3.0,0.093,30.0,0.9996,3.18,0.63,10.8,7,1.3862943611198906,0.08892620919440151,3.4339872044851463,0.48858001481867097
6.8,0.83,0.09,1.8,0.074,25.0,0.99534,3.38,0.45,9.6,5,1.0296194171811583,0.07138999608667294,3.258096538021482,0.37156355643248307
11.6,0.47,0.44,1.6,0.147,51.0,0.99836,3.38,0.86,9.9,4,0.9555114450274363,0.13714983814723364,3.9512437185814275,0.6205764877251099
6.9,0.5,0.04,1.5,0.085,49.0,0.9958,3.35,0.78,9.5,5,0.9162907318741551,0.08157998699242287,3.912023005428146,0.5766133643039938
12.3,0.27,0.49,3.1,0.079,46.0,0.9993,3.2,0.8,10.2,6,1.410986973710262,0.0760346862759976,3.8501476017100584,0.5877866649021191
6.4,0.885,0.0,2.3,0.166,12.0,0.99551,3.56,0.51,10.8,5,1.1939224684724346,0.15357908792830063,2.5649493574615367,0.412109650826833
6.6,0.52,0.08,2.4,0.07,26.0,0.99358,3.4,0.72,12.5,7,1.2237754316221157,0.06765864847381481,3.295836866004329,0.5423242908253617
8.9,0.31,0.36,2.6,0.0559999999999999,39.0,0.99562,3.4,0.69,11.8,5,1.2809338454620642,0.05448818528406963,3.6888794541139363,0.5247285289349821
7.3,0.55,0.03,1.6,0.072,42.0,0.9956,3.37,0.48,9.0,4,0.9555114450274363,0.06952606264861023,3.7612001156935624,0.3920420877760237
6.4,0.64,0.21,1.8,0.081,31.0,0.99689,3.59,0.66,9.8,5,1.0296194171811583,0.07788653865707122,3.4657359027997265,0.5068176023684519
7.1,0.16,0.44,2.5,0.068,31.0,0.99328,3.35,0.54,12.4,6,1.252762968495368,0.0657877405380031,3.4657359027997265,0.43178241642553783
9.3,0.715,0.24,2.1,0.07,20.0,0.9966,3.12,0.59,9.9,5,1.1314021114911006,0.06765864847381481,3.044522437723423,0.4637340162321401
6.7,0.675,0.07,2.4,0.089,82.0,0.9958,3.35,0.54,10.1,5,1.2237754316221157,0.08525984395082342,4.418840607796598,0.43178241642553783
6.6,0.84,0.03,2.3,0.059,48.0,0.9952,3.52,0.56,12.3,7,1.1939224684724346,0.0573250666192694,3.8918202981106265,0.44468582126144574
6.0,0.33,0.32,12.9,0.054,113.0,0.99572,3.3,0.56,11.5,4,2.631888840136646,0.05259245011917058,4.736198448394496,0.44468582126144574
8.1,0.66,0.7,2.2,0.098,129.0,0.9972,3.08,0.53,9.0,5,1.1631508098056809,0.09349034308733889,4.867534450455582,0.4252677354043441
6.3,0.98,0.01,2.0,0.057,33.0,0.99488,3.6,0.46,11.2,6,1.0986122886681098,0.055434706888100586,3.5263605246161616,0.3784364357202451
11.5,0.54,0.71,4.4,0.124,15.0,0.9984,3.01,0.83,11.8,7,1.6863989535702288,0.11689375147149933,2.772588722239781,0.6043159668533296
7.0,0.685,0.0,1.9,0.099,22.0,0.99606,3.34,0.6,9.7,5,1.0647107369924282,0.09440067542148431,3.1354942159291497,0.4700036292457355
9.4,0.685,0.11,2.7,0.077,31.0,0.9984,3.19,0.7,10.1,6,1.308332819650179,0.07417939817425151,3.4657359027997265,0.5306282510621704
7.7,0.54,0.26,1.9,0.089,147.0,0.99636,3.26,0.59,9.7,5,1.0647107369924282,0.08525984395082342,4.997212273764115,0.4637340162321401
6.6,0.895,0.04,2.3,0.068,13.0,0.99582,3.53,0.58,10.8,6,1.1939224684724346,0.0657877405380031,2.6390573296152584,0.4574248470388754
7.8,0.735,0.08,2.4,0.092,41.0,0.9974,3.24,0.71,9.8,6,1.2237754316221157,0.0880108773227133,3.7376696182833684,0.5364933705145685
7.0,0.65,0.02,2.1,0.066,25.0,0.9972,3.47,0.67,9.5,6,1.1314021114911006,0.0639133257436528,3.258096538021482,0.5128236264286637
8.8,0.24,0.54,2.5,0.083,57.0,0.9983,3.39,0.54,9.2,5,1.252762968495368,0.07973496801885356,4.060443010546419,0.43178241642553783
8.0,0.38,0.44,1.9,0.098,15.0,0.9956,3.3,0.64,11.4,6,1.0647107369924282,0.09349034308733889,2.772588722239781,0.49469624183610705
6.9,0.63,0.33,6.7,0.235,115.0,0.99787,3.22,0.56,9.5,5,2.0412203288596382,0.2110709700799405,4.7535901911063645,0.44468582126144574
7.9,0.35,0.46,3.6,0.078,37.0,0.9973,3.35,0.86,12.8,8,1.5260563034950494,0.07510747248680541,3.6375861597263857,0.6205764877251099
9.1,0.52,0.33,1.3,0.07,30.0,0.9978,3.24,0.6,9.3,5,0.832909122935104,0.06765864847381481,3.4339872044851463,0.4700036292457355
8.0,0.715,0.22,2.3,0.075,81.0,0.99688,3.24,0.54,9.5,6,1.1939224684724346,0.07232066157962612,4.406719247264253,0.43178241642553783
8.8,0.37,0.48,2.1,0.0969999999999999,145.0,0.9975,3.04,1.03,9.3,5,1.1314021114911006,0.0925791812930931,4.983606621708336,0.708035793053696
8.5,0.32,0.42,2.3,0.075,19.0,0.99434,3.14,0.71,11.8,7,1.1939224684724346,0.07232066157962612,2.995732273553991,0.5364933705145685
7.6,0.42,0.25,3.9,0.104,90.0,0.99784,3.15,0.57,9.1,5,1.589235205116581,0.09893994785490356,4.51085950651685,0.4510756193602167
9.3,0.37,0.44,1.6,0.038,42.0,0.99526,3.24,0.81,10.8,7,0.9555114450274363,0.037295784743696894,3.7612001156935624,0.5933268452777344
8.2,0.24,0.34,5.1,0.062,22.0,0.9974,3.22,0.94,10.9,6,1.8082887711792655,0.06015392281974709,3.1354942159291497,0.6626879730752367
7.4,0.965,0.0,2.2,0.088,32.0,0.99756,3.58,0.67,10.2,5,1.1631508098056809,0.08434114843375087,3.4965075614664802,0.5128236264286637
6.4,0.79,0.04,2.2,0.061,17.0,0.99588,3.53,0.65,10.4,6,1.1631508098056809,0.05921185963184608,2.8903717578961645,0.5007752879124893
6.4,0.31,0.09,1.4,0.066,28.0,0.99459,3.42,0.7,10.0,7,0.8754687373538999,0.0639133257436528,3.367295829986474,0.5306282510621704
7.2,0.73,0.02,2.5,0.076,42.0,0.9972,3.44,0.52,9.3,5,1.252762968495368,0.07325046173959267,3.7612001156935624,0.41871033485818504
7.6,0.48,0.31,2.8,0.07,15.0,0.99693,3.22,0.55,10.3,6,1.33500106673234,0.06765864847381481,2.772588722239781,0.4382549309311553
8.0,0.58,0.16,2.0,0.12,7.0,0.99454,3.22,0.58,11.2,6,1.0986122886681098,0.11332868530700317,2.0794415416798357,0.4574248470388754
7.2,0.62,0.06,2.5,0.078,84.0,0.99746,3.51,0.53,9.7,5,1.252762968495368,0.07510747248680541,4.442651256490317,0.4252677354043441
6.6,0.58,0.02,2.0,0.062,53.0,0.99374,3.35,0.76,11.6,7,1.0986122886681098,0.06015392281974709,3.9889840465642745,0.5653138090500605
11.5,0.3,0.6,2.0,0.067,27.0,0.9981,3.11,0.97,10.1,6,1.0986122886681098,0.06485097231961631,3.332204510175204,0.6780335427498971
9.1,0.3,0.41,2.0,0.068,24.0,0.99523,3.27,0.85,11.7,7,1.0986122886681098,0.0657877405380031,3.2188758248682006,0.6151856390902335
6.8,0.91,0.06,2.0,0.06,11.0,0.99592,3.53,0.64,10.9,4,1.0986122886681098,0.058268908123975775,2.4849066497880004,0.49469624183610705
8.3,0.715,0.15,1.8,0.089,52.0,0.9968,3.23,0.77,9.5,5,1.0296194171811583,0.08525984395082342,3.970291913552122,0.5709795465857378
8.9,0.29,0.35,1.9,0.067,57.0,0.997,3.18,1.36,10.3,6,1.0647107369924282,0.06485097231961631,4.060443010546419,0.8586616190375187
6.9,0.49,0.1,2.3,0.074,30.0,0.9959,3.42,0.58,10.2,6,1.1939224684724346,0.07138999608667294,3.4339872044851463,0.4574248470388754
10.1,0.43,0.4,2.6,0.092,52.0,0.99834,3.22,0.64,10.0,7,1.2809338454620642,0.0880108773227133,3.970291913552122,0.49469624183610705
9.1,0.21,0.37,1.6,0.067,10.0,0.99552,3.23,0.58,11.1,7,0.9555114450274363,0.06485097231961631,2.3978952727983707,0.4574248470388754
7.2,0.34,0.32,2.5,0.09,113.0,0.9966,3.32,0.79,11.1,5,1.252762968495368,0.08617769624105233,4.736198448394496,0.5822156198526637
7.4,0.785,0.19,5.2,0.094,98.0,0.99713,3.16,0.52,9.6,6,1.824549292051046,0.08984070399978947,4.59511985013459,0.41871033485818504
9.7,0.295,0.4,1.5,0.073,21.0,0.99556,3.14,0.51,10.9,6,0.9162907318741551,0.07045846364856141,3.091042453358316,0.412109650826833
7.6,0.51,0.15,2.8,0.11,73.0,0.9955,3.17,0.63,10.2,6,1.33500106673234,0.10436001532424277,4.30406509320417,0.48858001481867097
11.3,0.37,0.41,2.3,0.088,16.0,0.9988,3.09,0.8,9.3,5,1.1939224684724346,0.08434114843375087,2.833213344056216,0.5877866649021191
9.1,0.34,0.42,1.8,0.0579999999999999,18.0,0.99392,3.18,0.55,11.4,5,1.0296194171811583,0.056380333436107544,2.9444389791664403,0.4382549309311553
6.1,0.21,0.4,1.4,0.066,165.0,0.9912,3.25,0.59,11.9,6,0.8754687373538999,0.0639133257436528,5.111987788356544,0.4637340162321401
8.9,0.62,0.18,3.8,0.176,145.0,0.9986,3.16,0.88,9.2,5,1.5686159179138452,0.16211884947643518,4.983606621708336,0.6312717768418579
7.0,0.69,0.07,2.5,0.091,21.0,0.99572,3.38,0.6,11.3,6,1.252762968495368,0.08709470685093376,3.091042453358316,0.4700036292457355
8.3,0.34,0.4,2.4,0.065,48.0,0.99554,3.34,0.86,11.0,6,1.2237754316221157,0.06297479916138844,3.8918202981106265,0.6205764877251099
6.6,0.695,0.0,2.1,0.075,56.0,0.9968,3.49,0.67,9.2,5,1.1314021114911006,0.07232066157962612,4.04305126783455,0.5128236264286637
8.4,0.37,0.43,2.3,0.063,19.0,0.9955,3.17,0.81,11.2,7,1.1939224684724346,0.061095099359810875,2.995732273553991,0.5933268452777344
9.2,0.59,0.24,3.3,0.1009999999999999,47.0,0.9988,3.26,0.67,9.6,5,1.4586150226995167,0.09621885774054281,3.871201010907891,0.5128236264286637
10.4,0.33,0.63,2.8,0.084,22.0,0.9998,3.26,0.74,11.2,7,1.33500106673234,0.08065790301745447,3.1354942159291497,0.5538851132264376
7.8,0.44,0.28,2.7,0.1,95.0,0.9966,3.22,0.67,9.4,5,1.308332819650179,0.09531017980432487,4.564348191467836,0.5128236264286637
12.4,0.42,0.49,4.6,0.073,43.0,0.9978,3.02,0.61,9.5,5,1.7227665977411035,0.07045846364856141,3.784189633918261,0.4762341789963716
6.0,0.31,0.47,3.6,0.067,42.0,0.99549,3.39,0.66,11.0,6,1.5260563034950494,0.06485097231961631,3.7612001156935624,0.5068176023684519
5.2,0.645,0.0,2.15,0.08,28.0,0.99444,3.78,0.61,12.5,6,1.1474024528375417,0.07696104113612832,3.367295829986474,0.4762341789963716
8.8,0.48,0.41,3.3,0.092,52.0,0.9982,3.31,0.53,10.5,6,1.4586150226995167,0.0880108773227133,3.970291913552122,0.4252677354043441
7.6,0.5,0.29,2.3,0.086,14.0,0.99502,3.32,0.62,11.5,6,1.1939224684724346,0.08250122151174369,2.70805020110221,0.4824261492442927
5.1,0.42,0.0,1.8,0.044,88.0,0.99157,3.68,0.73,13.6,7,1.0296194171811583,0.04305948946044697,4.48863636973214,0.5481214085096876
